path;Rondo Hipokratesa;Dunikowskiego;100;9,14,16,21,52;"50.09067240488616, 20.020877122879032; 50.09077565499188, 20.020587444305423; 50.09089267150942, 20.019836425781254; 50.091092287262285, 20.01864552497864; 50.09116112008769, 20.018130540847782; 50.091250602612945, 20.017787218093876; 50.09153281563655, 20.016982555389408; 50.09200087259704, 20.016274452209473; 50.0923174967721, 20.015813112258915";80;1.5
path;Dunikowskiego;Rondo Piastowskie;100;9,14,16,21,52;"50.0923106136601, 20.015818476676944; 50.09288190859125, 20.015024542808536; 50.093583972551976, 20.014064311981205; 50.094134603755, 20.013281106948856; 50.09463704920657, 20.0124603509903";80;1.5
path;Rondo Piastowskie;Kleeberga;100;21,52;"50.0946439319844, 20.01247644424439; 50.095769252863285, 20.01266956329346";80;
path;Kleeberga;Piasta Kolodzieja;100;21,52;"50.096966813026086, 20.012846589088443; 50.098181548932516, 20.013034343719486";80;
path;Piasta Kolodzieja;Os Piastow;100;21,52;"50.09818499006699, 20.013039708137512; 50.09996402348621, 20.01314699649811; 50.10025306716469, 20.013066530227665; 50.10049049459594, 20.012991428375248; 50.10097566873111, 20.012803673744205; 50.1017636361111, 20.012540817260746; 50.10201826035387, 20.012385249137882; 50.10206987321106, 20.012304782867435; 50.10222127060474, 20.01189708709717";80;
path;Rondo Piastowskie;OsZlotego Wieku ;100;9,14,16;"50.09462328364795, 20.012497901916507; 50.09397629793221, 20.008420944213867; 50.09381110868993, 20.007390975952152; 50.09361838718754, 20.006489753723148; 50.093522026145656, 20.005717277526855; 50.093549557891684, 20.005202293396; 50.09372851385525, 20.004376173019413";80;1
path;OsZlotego Wieku ;Misnienska;100;9,14,16 ;"50.093886820496685, 20.003753900527958; 50.09392811779538, 20.003550052642826; 50.093969415058474, 20.00335693359375; 50.09417590084016, 20.001608133316044; 50.09423096356499, 20.00115752220154; 50.09449939344247, 19.999891519546512";80;1
path;Misnienska;Mistrzejowice;100;9,14,16;"50.09451315903669, 19.99991297721863; 50.09474717353313, 19.998883008956913; 50.0949743041573, 19.998142719268802; 50.09526337794003, 19.996898174285892; 50.09526337794003, 19.996522665023807; 50.09523584717871, 19.996361732482914; 50.09520143370483, 19.996286630630497; 50.09492612502397, 19.995889663696293";80;0.1
path;J Uniwersytet Jagiellonski;Uniwersytet Jagiellonski;100;20!;"50.06057584631336, 19.932407140731815; 50.06030033873186, 19.931087493896488";80;
path;Uniwersytet Jagiellonski;Muzeum Narodowe;100;20!;"50.06032788956121, 19.931173324584964; 50.05943936734189, 19.92500424385071";80;
path;Muzeum Narodowe;Oleandry;100;20!;"50.05942559167404, 19.92504715919495; 50.059356713275584, 19.924242496490482; 50.05936360111989, 19.923877716064453; 50.059845747763305, 19.92077708244324";80;
path;Oleandry;Park Jordana;100;20!;"50.05983885998823, 19.92074489593506; 50.06031411414852, 19.917869567871097";80;
path;Park Jordana;Reymana;100;20!;"50.06030722644069, 19.917848110198978; 50.06138169690694, 19.91085290908814";80;
path;Reymana;Cichy Kacik;100;20!;"50.06135414668278, 19.910928010940555; 50.06242859370096, 19.904222488403324; 50.06289693487, 19.903664588928226; 50.063020906767, 19.9033534526825";80;
